url,id,label_it,level
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/DST7LS,DST7LS,"Riscatto dei periodi intercorrenti tra un rapporto di lavoro e l’altro nel caso di lavori discontinui, stagionali, temporanei (art.7 del D. Lgs. n.654/1996)	-	Lavoratori dello Spettacolo",1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/DST7PT,DST7PT,"Riscatto dei periodi intercorrenti tra un rapporto di lavoro e l’altro nel caso di lavori discontinui, stagionali, temporanei (art.7 del D. Lgs. n.654/1996)	-	Poste",1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/DST7SP,DST7SP,"Riscatto dei periodi intercorrenti tra un rapporto di lavoro e l’altro nel caso di lavori discontinui, stagionali, temporanei (art.7 del D. Lgs. n.654/1996)	-	Lavoratori Sportivi",1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/DST7TT,DST7TT,"Riscatto dei periodi intercorrenti tra un rapporto di lavoro e l’altro nel caso di lavori discontinui, stagionali, temporanei (art.7 del D. Lgs. n.654/1996)	-	Telefonici",1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/DST7VL,DST7VL,"Riscatto dei periodi intercorrenti tra un rapporto di lavoro e l’altro nel caso di lavori discontinui, stagionali, temporanei (art.7 del D. Lgs. n.654/1996)	-	Volo",1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/FP6,FP6,"Riscatto del periodo di formazione professionale, di studio o di ricerca e di inserimento nel mercato del lavoro (art.6 legge n.564/1996)	-	Lavoratori Dipendenti dell'Assicurazione Generale Obbligatoria",1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/FP6EL,FP6EL,"Riscatto del periodo di formazione professionale, di studio o di ricerca e di inserimento nel mercato del lavoro (art.6 legge n.564/1996)	-	Elettrici",1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/FP6FS,FP6FS,"Riscatto del periodo di formazione professionale, di studio o di ricerca e di inserimento nel mercato del lavoro (art.6 legge n.564/1996)	-	Ferrovieri",1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/FP6LS,FP6LS,"Riscatto del periodo di formazione professionale, di studio o di ricerca e di inserimento nel mercato del lavoro (art.6 legge n.564/1996)	-	Lavoratori dello Spettacolo",1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/FP6PT,FP6PT,"Riscatto del periodo di formazione professionale, di studio o di ricerca e di inserimento nel mercato del lavoro (art.6 legge n.564/1996)	-	Poste",1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/FP6SP,FP6SP,"Riscatto del periodo di formazione professionale, di studio o di ricerca e di inserimento nel mercato del lavoro (art.6 legge n.564/1996)	-	Lavoratori Sportivi",1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/FP6TT,FP6TT,"Riscatto del periodo di formazione professionale, di studio o di ricerca e di inserimento nel mercato del lavoro (art.6 legge n.564/1996)	-	Telefonici",1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/FP6VL,FP6VL,"Riscatto del periodo di formazione professionale, di studio o di ricerca e di inserimento nel mercato del lavoro (art.6 legge n.564/1996)	-	Volo",1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/FRFS,FRFS,Riscatto del servizio prestato in qualità di dipendente statale non di ruolo senza iscrizione all’Assicurazione Generale Obbligatoria (art. 14 e 15 del DPR 1092/1973)	-	Ferrovieri,1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/GS51,GS51,Riscatto dei periodi di attività prestata con rapporto di collaborazione coordinata e continuativa ante 01 aprile 1996 (art.51 della legge n.488/1999)	-	Gestione Separata,1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/GSLA,GSLA,Riscatto dei corsi universitari di studio (art. 2 dlgs 184/97)	-	Gestione Separata,1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/ISL5,ISL5,Riscatto dei periodi di interruzione o sospensione del rapporto di lavoro (art.5 del D. Lgs. n.564/1996)	-	Lavoratori Dipendenti dell'Assicurazione Generale Obbligatoria,1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/ISL5EL,ISL5EL,Riscatto dei periodi di interruzione o sospensione del rapporto di lavoro (art.5 del D. Lgs. n.564/1996)	-	Elettrici,1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/ISL5FS,ISL5FS,Riscatto dei periodi di interruzione o sospensione del rapporto di lavoro (art.5 del D. Lgs. n.564/1996)	-	Ferrovieri,1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/ISL5LS,ISL5LS,Riscatto dei periodi di interruzione o sospensione del rapporto di lavoro (art.5 del D. Lgs. n.564/1996)	-	Lavoratori dello Spettacolo,1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/ISL5PT,ISL5PT,Riscatto dei periodi di interruzione o sospensione del rapporto di lavoro (art.5 del D. Lgs. n.564/1996)	-	Poste,1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/ISL5SP,ISL5SP,Riscatto dei periodi di interruzione o sospensione del rapporto di lavoro (art.5 del D. Lgs. n.564/1996)	-	Lavoratori Sportivi,1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/ISL5TT,ISL5TT,Riscatto dei periodi di interruzione o sospensione del rapporto di lavoro (art.5 del D. Lgs. n.564/1996)	-	Telefonici,1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/ISL5VL,ISL5VL,Riscatto dei periodi di interruzione o sospensione del rapporto di lavoro (art.5 del D. Lgs. n.564/1996)	-	Volo,1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/LA,LA,Riscatto dei corsi universitari di studio (art. 2 dlgs 184/97)	-	Lavoratori Dipendenti dell'Assicurazione Generale Obbligatoria,1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/LA247,LA247,Riscatto dei corsi universitari di studio (art. 2 dlgs 184/97)	-	Inoccupati,1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/LAAR,LAAR,Riscatto dei corsi universitari di studio (art. 2 dlgs 184/97)	-	Artigiani,1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/LACD,LACD,Riscatto dei corsi universitari di studio (art. 2 dlgs 184/97)	-	Coltivatori Diretti,1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/LACM,LACM,Riscatto dei corsi universitari di studio (art. 2 dlgs 184/97)	-	Coloni Mezzadri,1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/LACO,LACO,Riscatto dei corsi universitari di studio (art. 2 dlgs 184/97)	-	Commercianti,1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/LAEL,LAEL,Riscatto dei corsi universitari di studio (art. 2 dlgs 184/97)	-	Elettrici,1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/LAFS,LAFS,Riscatto dei corsi universitari di studio (art. 2 dlgs 184/97)	-	Ferrovieri,1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/LALS,LALS,Riscatto dei corsi universitari di studio (art. 2 dlgs 184/97)	-	Lavoratori dello Spettacolo,1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/LAPT,LAPT,Riscatto dei corsi universitari di studio (art. 2 dlgs 184/97)	-	Poste,1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/LASP,LASP,Riscatto dei corsi universitari di studio (art. 2 dlgs 184/97)	-	Lavoratori dello Spettacolo,1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/LATT,LATT,Riscatto dei corsi universitari di studio (art. 2 dlgs 184/97)	-	Telefonici,1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/LAVL,LAVL,Riscatto dei corsi universitari di studio (art. 2 dlgs 184/97)	-	Volo,1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/LE,LE,"Riscatto dei periodi di lavoro subordinato compiuti all'estero (art. 51, comma 2 della legge 30 aprile 1969, n. 153, come modificato dall'art. 2-octies del decreto-legge 2 marzo 1974, n. 30, convertito, con modificazioni, dalla legge 16 aprile 1974, n. 114, e art. 3, comma 1, del decreto legislativo 30 aprile 1997, n. 184)	-	Lavoratori Dipendenti dell'Assicurazione Generale Obbligatoria",1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/LEEL,LEEL,"Riscatto dei periodi di lavoro subordinato compiuti all'estero (art. 51, comma 2 della legge 30 aprile 1969, n. 153, come modificato dall'art. 2-octies del decreto-legge 2 marzo 1974, n. 30, convertito, con modificazioni, dalla legge 16 aprile 1974, n. 114, e art. 3, comma 1, del decreto legislativo 30 aprile 1997, n. 184)	-	Elettrici",1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/LEFS,LEFS,"Riscatto dei periodi di lavoro subordinato compiuti all'estero (art. 51, comma 2 della legge 30 aprile 1969, n. 153, come modificato dall'art. 2-octies del decreto-legge 2 marzo 1974, n. 30, convertito, con modificazioni, dalla legge 16 aprile 1974, n. 114, e art. 3, comma 1, del decreto legislativo 30 aprile 1997, n. 184)	-	Ferrovieri",1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/LELS,LELS,"Riscatto dei periodi di lavoro subordinato compiuti all'estero (art. 51, comma 2 della legge 30 aprile 1969, n. 153, come modificato dall'art. 2-octies del decreto-legge 2 marzo 1974, n. 30, convertito, con modificazioni, dalla legge 16 aprile 1974, n. 114, e art. 3, comma 1, del decreto legislativo 30 aprile 1997, n. 184)	-	Lavoratori dello Spettacolo",1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/LEPT,LEPT,"Riscatto dei periodi di lavoro subordinato compiuti all'estero (art. 51, comma 2 della legge 30 aprile 1969, n. 153, come modificato dall'art. 2-octies del decreto-legge 2 marzo 1974, n. 30, convertito, con modificazioni, dalla legge 16 aprile 1974, n. 114, e art. 3, comma 1, del decreto legislativo 30 aprile 1997, n. 184)	-	Poste",1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/LESP,LESP,"Riscatto dei periodi di lavoro subordinato compiuti all'estero (art. 51, comma 2 della legge 30 aprile 1969, n. 153, come modificato dall'art. 2-octies del decreto-legge 2 marzo 1974, n. 30, convertito, con modificazioni, dalla legge 16 aprile 1974, n. 114, e art. 3, comma 1, del decreto legislativo 30 aprile 1997, n. 184)	-	Lavoratori Sportivi",1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/LETT,LETT,"Riscatto dei periodi di lavoro subordinato compiuti all'estero (art. 51, comma 2 della legge 30 aprile 1969, n. 153, come modificato dall'art. 2-octies del decreto-legge 2 marzo 1974, n. 30, convertito, con modificazioni, dalla legge 16 aprile 1974, n. 114, e art. 3, comma 1, del decreto legislativo 30 aprile 1997, n. 184)	-	Telefonici",1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/LEVL,LEVL,"Riscatto dei periodi di lavoro subordinato compiuti all'estero (art. 51, comma 2 della legge 30 aprile 1969, n. 153, come modificato dall'art. 2-octies del decreto-legge 2 marzo 1974, n. 30, convertito, con modificazioni, dalla legge 16 aprile 1974, n. 114, e art. 3, comma 1, del decreto legislativo 30 aprile 1997, n. 184)	-	Volo",1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/LSU468,LSU468,"Riscatto dei periodi di occupazione in lavori socialmente utili ai fini della misura delle pensioni (art.8, comma 19, D.Lgs. n. 468/1997)	-	Lavoratori Dipendenti dell'Assicurazione Generale Obbligatoria",1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/PPF662,PPF662,"Riscatto degli anni di praticantato effettuati dai promotori finanziari (art. 1, c. 198 legge n.662/96)	-	Commercianti",1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/PTV8,PTV8,Riscatto dei periodi di non attività connessi a rapporti di lavoro prestato con contratto a part-time (art.8 del D. Lgs. n.564/1996)	-	Lavoratori Dipendenti dell'Assicurazione Generale Obbligatoria,1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/PTV8EL,PTV8EL,Riscatto dei periodi di non attività connessi a rapporti di lavoro prestato con contratto a part-time (art.8 del D. Lgs. n.564/1996)	-	Elettrici,1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/PTV8FS,PTV8FS,Riscatto dei periodi di non attività connessi a rapporti di lavoro prestato con contratto a part-time (art.8 del D. Lgs. n.564/1996)	-	Ferrovieri,1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/PTV8LS,PTV8LS,Riscatto dei periodi di non attività connessi a rapporti di lavoro prestato con contratto a part-time (art.8 del D. Lgs. n.564/1996)	-	Lavoratori dello Spettacolo,1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/PTV8PT,PTV8PT,Riscatto dei periodi di non attività connessi a rapporti di lavoro prestato con contratto a part-time (art.8 del D. Lgs. n.564/1996)	-	Poste,1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/PTV8SP,PTV8SP,Riscatto dei periodi di non attività connessi a rapporti di lavoro prestato con contratto a part-time (art.8 del D. Lgs. n.564/1996)	-	Lavoratori Sportivi,1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/PTV8TT,PTV8TT,Riscatto dei periodi di non attività connessi a rapporti di lavoro prestato con contratto a part-time (art.8 del D. Lgs. n.564/1996)	-	Telefonici,1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/PTV8VL,PTV8VL,Riscatto dei periodi di non attività connessi a rapporti di lavoro prestato con contratto a part-time (art.8 del D. Lgs. n.564/1996)	-	Volo,1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/REGPT,REGPT,Riscatto della decorrenza giuridica ed economica del servizio prestato IN RUOLO (art. 8 e 142 del D.P.R. 1092/1973) nel Fondo Poste	-	Poste,1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/RV,RV,"Riscatto per costituzione di rendita vitalizia riversibile di contributi omessi o caduti in prescrizione (art. 13 legge 12 agosto 1962, n. 1338)	-	Lavoratori Dipendenti dell'Assicurazione Generale Obbligatoria",1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/RVAR,RVAR,"Riscatto per costituzione di rendita vitalizia riversibile di contributi omessi o caduti in prescrizione (art. 13 legge 12 agosto 1962, n. 1338)	-	Artigiani",1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/RVCD,RVCD,"Riscatto per costituzione di rendita vitalizia riversibile di contributi omessi o caduti in prescrizione (art. 13 legge 12 agosto 1962, n. 1338)	-	Coltivatori Diretti",1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/RVCM,RVCM,"Riscatto per costituzione di rendita vitalizia riversibile di contributi omessi o caduti in prescrizione (art. 13 legge 12 agosto 1962, n. 1338)	-	Coloni Mezzadri",1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/RVCO,RVCO,"Riscatto per costituzione di rendita vitalizia riversibile di contributi omessi o caduti in prescrizione (art. 13 legge 12 agosto 1962, n. 1338)	-	Commercianti",1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/RVDI,RVDI,"Riscatto per costituzione di rendita vitalizia riversibile di contributi omessi o caduti in prescrizione (art. 13 legge 12 agosto 1962, n. 1338)	-	Industriali",1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/RVEL,RVEL,"Riscatto per costituzione di rendita vitalizia riversibile di contributi omessi o caduti in prescrizione (art. 13 legge 12 agosto 1962, n. 1338)	-	Elettrici",1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/RVET,RVET,"Riscatto per costituzione di rendita vitalizia riversibile di contributi omessi o caduti in prescrizione (art. 13 legge 12 agosto 1962, n. 1338)	-	ex Inpdai",1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/RVFS,RVFS,"Riscatto per costituzione di rendita vitalizia riversibile di contributi omessi o caduti in prescrizione (art. 13 legge 12 agosto 1962, n. 1338)	-	Ferrovieri",1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/RVGS,RVGS,"Riscatto per costituzione di rendita vitalizia riversibile di contributi omessi o caduti in prescrizione (art. 13 legge 12 agosto 1962, n. 1338)	-	Gestione Separata",1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/RVLS,RVLS,"Riscatto per costituzione di rendita vitalizia riversibile di contributi omessi o caduti in prescrizione (art. 13 legge 12 agosto 1962, n. 1338)	-	Lavoratori dello Spettacolo",1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/RVPT,RVPT,"Riscatto per costituzione di rendita vitalizia riversibile di contributi omessi o caduti in prescrizione (art. 13 legge 12 agosto 1962, n. 1338)	-	Poste",1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/RVSP,RVSP,"Riscatto per costituzione di rendita vitalizia riversibile di contributi omessi o caduti in prescrizione (art. 13 legge 12 agosto 1962, n. 1338)	-	Lavoratori Sportivi",1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/RVTT,RVTT,"Riscatto per costituzione di rendita vitalizia riversibile di contributi omessi o caduti in prescrizione (art. 13 legge 12 agosto 1962, n. 1338)	-	Telefonici",1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/RVVL,RVVL,"Riscatto per costituzione di rendita vitalizia riversibile di contributi omessi o caduti in prescrizione (art. 13 legge 12 agosto 1962, n. 1338)	-	Volo",1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/SCV,SCV,"Riscatto del servizio civile nazionale su base volontaria, successivo al 1 gennaio 2009 (art.4, comma 2, del decreto n.185/2008, così come convertito in legge n.2/2009) e del servizio civile universale su base volontaria (art.17, quarto comma, del decreto legislativo n. 40/2017)	-	Lavoratori Dipendenti dell'Assicurazione Generale Obbligatoria",1
https://w3id.org/italia/social-security/controlled-vocabulary/contributions/tipo_riscatto_privato/SCVART,SCVART,"Riscatto del servizio civile nazionale su base volontaria, successivo al 1 gennaio 2009 (art.4, comma 2, del decreto n.185/2008, così come convertito in legge n.2/2009) e del servizio civile universale su base volontaria (art.17, quarto comma, del decreto legislativo n. 40/2017)	-	Artigiani",1
