url,id,label_it,level
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/321,321,Mater./pater. L.53/2000,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/322,322,Maternita' e congedi,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/329,329,Mater/pater/congedi(Int),1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/333,333,Disoccupazione,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/350,350,Malattia specifica,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/351,351,Maternita' obbligatoria,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/352,352,Maternita' facoltativa,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/359,359,Malattia specifica (Int),1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/370,370,Fig.carica pubbl/sindac.,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/371,371,Figurativa  carica sind.,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/375,375,Figur.post p.time L.300,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/376,376,Figur.post p.time L.300,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/378,378,Donaz. Midollo (integr.),1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/379,379,Fig.Car.Pub/Sind.(int.),1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/380,380,Donazione midollo,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/382,382,Elett. mater.ante fondo,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/386,386,Telef. mater. ante fondo,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/388,388,Volo matern. ante fondo,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/389,389,Donaz.sangue (ad integ.),1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/401,401,Ricongiun. L.45/90 CD/CM,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/402,402,Ricongiun. L.45/90 ART,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/403,403,Ricongiun. L.45/90 COM,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/511,511,E.C. periodo ricongiunto,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/555,555,malattia marittima,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/556,556,malat. specif.marittima,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/557,557,maternita' marittima,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/601,601,Elettrici figurativa,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/603,603,Elettrici figurativa,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/606,606,Elett. ricongiunzione,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/611,611,Autofer. figurativa,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/613,613,Autofer. figurativa,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/618,618,Autofer. ricongiunzione,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/621,621,Telefonici figurativa,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/623,623,Telefonici figurativa,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/628,628,Telefon. ricongiunzione,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/631,631,Volo figurativa,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/633,633,Volo figurativa,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/638,638,Volo ricongiun. definit.,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/639,639,Volo ricongiun. in corso,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/643,643,Dazieri figurativa,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/648,648,Dazieri ricongiunzione,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/653,653,Esattoriali figurativa,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/658,658,Esattor. ricongiunzione,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/663,663,Gas figurativa,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/668,668,Gas ricongiunzione,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/670,670,Autofer.ricongiunzione,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/674,674,Telef. mater./ast.facolt,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/675,675,Telef.malattia specifica,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/683,683,Fondo FS figurativa,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/686,686,Fondo FS ricongiunzione,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/698,698,Figurativa Esodo,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/699,699,Figurativa Esodo,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/769,769,P.T. figurativa,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/774,774,P.T. ricongiunzione,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/775,775,P.T.ricong.Casse Profes.,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/781,781,P.T. riscatto maternita',1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/788,788,P.T. Computo L.1092/73,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/791,791,P.T. Accr. maternita',1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/794,794,P.T. Indenn. preavviso   ,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/797,797,P.T.Ricong.L29/79 Tesoro,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/799,799,P.T.Computi L1092 Tesoro,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/804,804,D.I. Ricongiunzione,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/808,808,D.I. Trasf. figurativa,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/809,809,D.I. Trasf.malatt/infort,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/818,818,D.I. Indenn. preavviso,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/858,858,Estero:maternita'obblig.,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/865,865,Estero:figurat.generico,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/873,873,Estero:malattia,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/882,882,Estero figurat. generico,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/897,897,Proroga FigNASpI FondoSp,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/898,898,Contr.Fig.NASpI FondoSp.,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/920,920,Fig.ass.L335/95 Art1 c40A,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/924,924,Fig.ass.L335/95 Art1 c40B,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/DIS,DIS,Figurativi DIS-COLL,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/EA7,EA7,P.A.L.S. Ricong. INPS,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/EAB,EAB,P.A.L.S. cong. parentali,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/EAF,EAF,P.A.L.S. Maternita' e congedi,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/EAH,EAH,P.A.L.S. Congedi assist.Hand.,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/EB1,EB1,P.A.L.S. Fig. C.I.G.,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/EB2,EB2,P.A.L.S. Fig.Car.Elett.,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/EB5,EB5,P.A.L.S. Fig. Forze Arm.,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/EB6,EB6,P.A.L.S. Figur. Disoccup,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/EB7,EB7,P.A.L.S. Maternita',1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/EB9,EB9,P.A.L.S. Malattia,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/EDS,EDS,P.A.L.S. Donaz. sangue,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/EH0,EH0,P.A.L.S. Mat /congedi int,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/EIM,EIM,P.A.L.S. Malattia e/o infortunio,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/EMT,EMT,P.A.L.S. Maternita' e congedi,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/ER3,ER3,P.A.L.S. Ricongiunzione,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/I20,I20,Accredito figurativo,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/I21,I21,Periodo accr.fig. ast. maternita'/paternita' con contr. ridotto,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/I22,I22,Periodo di accredito figurativo per carica elettiva,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/I23,I23,Periodo di accredito figurativo per mandato sindacale parz.,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/I24,I24,Periodo di accredito figurativo per mandato sindacale tot.,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/IF2,IF2,Periodo fittizio da Ricong. L.29/79 manuale,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/IF3,IF3,Periodo fittizio da Ricong. L.45/90 manuale,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/IMA,IMA,Maternita D.Lgs.151/01 Art.25,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/IR0,IR0,Ricongiunzione L.29/79,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/IR1,IR1,"Ricongiunzione Art. 2, L. 29/79",1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/IR2,IR2,"Ricongiunzione Art. 6, L. 29/79",1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/IR3,IR3,Ricong. L. 303/74,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/IR4,IR4,Ricongiunzione Art.1 L.45/90,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/IR5,IR5,Ricongiunzione L. 523/54,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/IR6,IR6,Ricongiunzione D.P.R. 1092/73,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/IR7,IR7,Periodo ricongiunto prevalente,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/IRC,IRC,Computo DPR 1092/73,1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/MAT,MAT,Figurativi maternita',1
https://w3id.org/italia/controlled-vocabulary/OP21/tipo_ricongiunzione/PAR,PAR,Figurativi congedi,1
