url,id,label_it,level,parent
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_utenza/livello2/LMPSV,LMPSV,"Lavoratore marittimo, pescatore e settore volo",2,https://w3id.org/italia/controlled-vocabulary/OP21/categorie_utenza/livello1/L
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_utenza/livello2/LP_EX_UE,LP_EX_UE,Lavoratore in Paese extra UE convenzionato,2,https://w3id.org/italia/controlled-vocabulary/OP21/categorie_utenza/livello1/LM
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_utenza/livello2/LP_UE,LP_UE,Lavoratore in Paese UE,2,https://w3id.org/italia/controlled-vocabulary/OP21/categorie_utenza/livello1/LM
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_utenza/livello2/MC,MC,Ministro di culto,2,https://w3id.org/italia/controlled-vocabulary/OP21/categorie_utenza/livello1/L
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_utenza/livello2/MCC,MCC,Medico curante e certificatore,2,https://w3id.org/italia/controlled-vocabulary/OP21/categorie_utenza/livello1/MASL
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_utenza/livello2/PA,PA,Pubblica amministrazione,2,https://w3id.org/italia/controlled-vocabulary/OP21/categorie_utenza/livello1/AEDL
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_utenza/livello2/PATR,PATR,Patronato,2,https://w3id.org/italia/controlled-vocabulary/OP21/categorie_utenza/livello1/IC
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_utenza/livello2/PEST,PEST,Pensionato che vive all'estero,2,https://w3id.org/italia/controlled-vocabulary/OP21/categorie_utenza/livello1/P
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_utenza/livello2/PIT,PIT,Pensionato che vive in Italia,2,https://w3id.org/italia/controlled-vocabulary/OP21/categorie_utenza/livello1/P
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_utenza/livello2/PM,PM,Persona con malattia e difficoltà di salute,2,https://w3id.org/italia/controlled-vocabulary/OP21/categorie_utenza/livello1/PDI
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_utenza/livello2/S,S,Sordo,2,https://w3id.org/italia/controlled-vocabulary/OP21/categorie_utenza/livello1/PDI
https://w3id.org/italia/controlled-vocabulary/OP21/categorie_utenza/livello2/SP,SP,Sportivo,2,https://w3id.org/italia/controlled-vocabulary/OP21/categorie_utenza/livello1/L
